track_id,track_name,album_id,artist_id,genre_id,duration_seconds
749,Time Memory,252,42,10,
750,Freedom Heart,221,37,13,302.0
751,Lost Falling,4,25,14,198.0
752,Ocean Rise,288,111,20,213.0
753,Magic Rise,200,58,19,206.0
754,Believe Rain,217,116,6,282.0
755,Heart Believe,140,89,12,340.0
756,Ocean Run,138,70,14,167.0
757,Dream Believe,149,34,2,266.0
758,Wonder Dance,140,89,12,275.0
759,Forever Fire,10,40,8,
760,Heart Light,53,61,16,182.0
761,Rain Night,5,79,19,
762,Summer Ocean,112,19,8,229.0
763,Falling City,256,103,6,328.0
764,Night Magic,170,40,11,342.0
765,Light Time,29,52,6,250.0
766,Home Run,241,14,19,214.0
767,Dream Time,7,60,15,332.0
768,Rain Stars,227,31,13,158.0
769,Higher Again,49,49,11,203.0
770,Together Summer,160,41,14,190.0
771,Stars Together,22,50,5,290.0
772,Memory Believe,130,87,13,226.0
773,Closer Again,27,103,20,205.0
774,Believe Ocean,121,96,2,
775,Beautiful Dream,142,8,13,251.0
776,Fire Beautiful,5,79,19,350.0
777,Falling Time,80,12,8,172.0
778,Night Again,256,103,6,308.0
779,Fire Falling,31,83,14,315.0
780,Freedom Dream,275,21,11,182.0
781,Lost Freedom,163,8,19,315.0
782,Stars Run,225,19,14,155.0
783,Stars Forever,184,41,19,214.0
784,Wonder City,249,44,6,293.0
785,Run Beautiful,251,78,6,197.0
786,Stars City,166,20,16,220.0
787,Home Night,284,27,11,285.0
788,Magic Light,152,94,17,288.0
789,Time Believe,1,56,3,279.0
790,Alone Love,95,50,7,308.0
791,Summer Stars,123,80,9,166.0
792,Magic Rise,276,109,3,198.0
793,Time Lost,255,8,3,189.0
794,Ocean Believe,166,20,16,232.0
795,Again Night,268,102,5,161.0
796,Home Closer,67,77,20,158.0
797,Run Dream,249,44,6,158.0
798,Again Memory,199,65,13,284.0
799,Fire Falling,132,87,9,206.0
800,Love Together,37,15,19,203.0
801,City Freedom,41,89,8,313.0
802,Stars Alone,286,72,4,256.0
803,Magic Dance,30,117,13,218.0
804,Magic Heart,37,15,19,169.0
805,Dream Dream,266,70,10,335.0
806,Run Run,198,107,10,284.0
807,Believe Home,292,37,16,292.0
808,Stars Dream,213,99,16,346.0
809,Again City,184,41,19,329.0
810,Home Freedom,54,52,8,196.0
811,Summer Again,259,58,12,190.0
812,Together Falling,227,31,13,230.0
813,Closer Falling,167,15,9,255.0
814,Magic Stars,221,37,13,232.0
815,Lost Run,289,93,11,246.0
816,Falling City,131,34,18,264.0
817,Stars Fire,1,56,3,222.0
818,Forever Alone,266,70,10,
819,Run Closer,114,88,8,
820,Together Lost,142,8,13,280.0
821,Forever Dream,293,69,1,159.0
822,Forever Light,80,12,8,243.0
823,Rain Light,128,22,9,357.0
824,Rise Beautiful,293,69,1,205.0
825,Freedom Memory,167,15,9,194.0
826,Magic Together,296,65,15,174.0
827,Fire Stars,154,117,15,356.0
828,Time Fire,41,89,8,347.0
829,Ocean Together,223,112,12,180.0
830,Stars Believe,117,45,19,304.0
831,Fire Heart,196,81,10,284.0
832,Beautiful Forever,277,17,10,233.0
833,Forever Fire,114,88,8,322.0
834,City Time,202,11,17,302.0
835,Rain Ocean,47,56,19,224.0
836,Forever Summer,76,102,10,171.0
837,Lost Rise,26,97,13,217.0
838,Ocean Time,257,57,2,328.0
839,Memory Lost,70,85,3,200.0
840,Run Lost,293,69,1,307.0
841,Rain Rain,269,74,12,168.0
842,Summer Again,221,37,13,297.0
843,Ocean Falling,212,47,1,239.0
844,Dance Believe,177,45,14,156.0
845,Falling Dance,87,66,1,360.0
846,Dance Forever,227,31,13,262.0
847,Run Again,120,3,13,245.0
848,Dream Stars,44,44,1,163.0
849,Closer Magic,76,102,10,359.0
850,Wonder Freedom,176,78,15,178.0
851,Love Summer,242,70,11,203.0
852,Run Lost,109,81,10,283.0
853,Memory Dance,281,80,1,336.0
854,Rise Beautiful,10,40,8,319.0
855,Home Fire,131,34,18,222.0
856,Fire City,139,84,4,317.0
857,Rise Again,35,100,2,219.0
858,Closer Dream,185,54,10,154.0
859,Rain Rise,198,107,10,280.0
860,Alone Summer,51,113,9,274.0
861,Night Home,273,113,18,200.0
862,Lost Together,235,66,19,
863,Together Higher,127,17,18,228.0
864,Stars Home,202,11,17,154.0
865,Falling Believe,181,96,14,227.0
866,Light Freedom,257,57,2,165.0
867,Alone Magic,199,65,13,157.0
868,Rain Forever,144,101,11,237.0
869,Night Stars,71,21,1,247.0
870,Ocean Rain,117,45,19,296.0
871,Together Dance,160,41,14,234.0
872,Run Believe,68,39,19,185.0
873,Closer Forever,104,13,15,229.0
874,Together Forever,269,74,12,260.0
875,Believe Together,75,29,5,294.0
876,Night Lost,163,8,19,286.0
877,Home Summer,61,2,18,187.0
878,Alone Ocean,164,53,12,255.0
879,Forever Time,141,47,4,198.0
880,Love Time,95,50,7,306.0
881,Dance Rain,291,59,8,302.0
882,Falling Night,14,55,8,326.0
883,Higher Closer,69,79,4,304.0
884,Home Closer,192,23,20,249.0
885,Home Run,71,21,1,207.0
886,Together Light,8,102,6,255.0
887,Time Run,104,13,15,166.0
888,Closer Dance,225,19,14,275.0
889,Alone Rain,235,66,19,259.0
890,Dance Stars,22,50,5,247.0
891,Dance Stars,202,11,17,296.0
892,Believe Alone,269,74,12,330.0
893,Dream City,267,82,6,266.0
894,Alone Rain,22,50,5,282.0
895,Lost Rise,21,43,11,282.0
896,Run Heart,26,97,13,262.0
897,Time Magic,156,92,11,223.0
898,Heart Dance,217,116,6,163.0
899,City Magic,73,111,15,315.0
900,Dream Home,257,57,2,349.0
901,Forever Rise,280,6,19,255.0
902,Home City,13,32,5,301.0
903,Alone City,104,13,15,173.0
904,Wonder Stars,84,42,4,181.0
905,Believe Falling,231,33,7,171.0
906,Stars Freedom,197,10,10,280.0
907,Rise Lost,82,67,15,247.0
908,Together Summer,88,25,17,294.0
909,Home Closer,77,57,4,187.0
910,Ocean Heart,27,103,20,229.0
911,Heart Believe,229,5,10,196.0
912,Run Love,68,39,19,309.0
913,City Memory,7,60,15,277.0
914,Dance Alone,3,53,11,276.0
915,City Ocean,244,92,15,263.0
916,Rain Alone,4,25,14,290.0
917,Magic Magic,286,72,4,203.0
918,Fire Believe,76,102,10,239.0
919,Again Beautiful,17,105,17,304.0
920,Fire Dream,45,82,15,256.0
921,Again Heart,83,105,16,306.0
922,Freedom Lost,294,47,13,195.0
923,Falling Together,297,79,4,159.0
924,Summer Falling,154,117,15,247.0
925,Magic Lost,219,58,8,166.0
926,Dream Wonder,69,79,4,220.0
927,Higher Run,212,47,1,328.0
928,Dream Beautiful,30,117,13,336.0
929,Night Memory,271,53,14,335.0
930,Ocean Dance,148,2,12,231.0
931,Dance Falling,295,72,7,183.0
932,Higher Stars,255,8,3,311.0
933,Alone Dance,93,20,16,209.0
934,Love Dream,100,112,7,156.0
935,Stars Closer,61,2,18,203.0
936,Ocean Fire,213,99,16,235.0
937,Love Believe,109,81,10,201.0
938,Freedom Night,131,34,18,228.0
939,Summer Time,282,39,16,151.0
940,Summer Rise,171,85,13,335.0
941,Magic Home,15,72,8,199.0
942,Together Again,174,11,2,272.0
943,Believe Forever,19,82,9,273.0
944,Alone Closer,236,1,20,287.0
945,Freedom Magic,237,86,3,255.0
946,Magic Higher,29,52,6,226.0
947,Lost Lost,162,56,4,154.0
948,Freedom Together,170,40,11,353.0
949,Light Magic,77,57,4,157.0
950,Believe Lost,193,81,16,192.0
951,Home Dance,200,58,19,179.0
952,Wonder Closer,158,110,18,230.0
953,Ocean Night,140,89,12,277.0
954,City Magic,191,83,5,227.0
955,Home Dream,155,9,5,245.0
956,Together Night,104,13,15,263.0
957,Alone Higher,248,16,12,189.0
958,Stars Closer,248,16,12,284.0
959,Forever Time,168,72,20,175.0
960,Again Forever,265,12,11,202.0
961,Rise Wonder,236,1,20,283.0
962,Together Fire,160,41,14,325.0
963,Summer City,45,82,15,161.0
964,Love Beautiful,160,41,14,344.0
965,Summer Run,108,92,16,199.0
966,Summer Time,273,113,18,262.0
967,Forever Home,140,89,12,220.0
968,Higher Dream,287,58,8,202.0
969,Summer Light,282,39,16,186.0
970,Beautiful Rain,146,100,5,193.0
971,Lost City,174,11,2,162.0
972,Alone Again,242,70,11,162.0
973,Night Ocean,28,63,1,250.0
974,Dance Falling,229,5,10,229.0
975,Wonder Time,102,117,13,321.0
976,Together Time,41,89,8,345.0
977,Night Magic,68,39,19,355.0
978,Dream City,240,101,3,229.0
979,Memory Rain,239,82,13,207.0
980,Together Falling,133,14,8,250.0
981,Freedom Closer,170,40,11,233.0
982,Night Memory,16,68,18,178.0
983,Closer Home,237,86,3,222.0
984,Forever Higher,295,72,7,176.0
985,Summer Lost,55,71,17,316.0
986,Lost City,155,9,5,252.0
987,Dance Rain,123,80,9,290.0
988,Rise Night,247,37,12,237.0
989,Freedom Ocean,221,37,13,295.0
990,Wonder Rain,279,93,20,194.0
991,Stars Together,40,74,13,332.0
992,Dream Beautiful,250,67,9,302.0
993,Dream Magic,285,94,12,263.0
994,Night Dance,208,19,12,177.0
995,Summer Memory,195,81,11,315.0
996,Run Magic,47,56,19,185.0
997,Time Forever,1,56,3,319.0
998,Heart Rise,273,113,18,307.0
999,Run Again,101,110,14,231.0
1000,Together Together,156,92,11,261.0
1001,Night Beautiful,177,45,14,152.0
1002,Rise Closer,262,50,18,182.0
1003,Falling Alone,32,49,11,290.0
1004,Wonder Lost,1,56,3,360.0
1005,Closer Heart,57,93,7,157.0
1006,Believe Summer,202,11,17,332.0
1007,Ocean Lost,196,81,10,204.0
1008,Forever Run,244,92,15,292.0
1009,Magic Ocean,185,54,10,189.0
1010,Forever Love,65,74,2,168.0
1011,Stars Alone,74,102,19,274.0
1012,Night Forever,70,85,3,314.0
1013,Alone Freedom,234,9,4,328.0
1014,Dance Home,218,87,8,266.0
1015,Magic City,283,10,2,248.0
1016,Ocean Dance,96,9,9,151.0
1017,Wonder Higher,122,103,8,218.0
1018,Beautiful Falling,280,6,19,158.0
1019,Memory Wonder,291,59,8,244.0
1020,Wonder Night,247,37,12,186.0
1021,Closer Time,270,9,10,349.0
1022,Night Higher,265,12,11,306.0
1023,Believe Stars,242,70,11,319.0
1024,Again Believe,40,74,13,288.0
1025,Dance Fire,160,41,14,237.0
1026,Memory City,6,37,7,281.0
1027,Stars Summer,294,47,13,257.0
1028,Heart Home,151,76,4,159.0
1029,Stars Freedom,156,92,11,294.0
1030,Beautiful Home,243,90,16,296.0
1031,Freedom Stars,150,96,3,309.0
1032,Night Forever,249,44,6,279.0
1033,Light Forever,143,85,7,307.0
1034,Love Stars,132,87,9,178.0
1035,Again City,78,35,17,244.0
1036,Freedom Wonder,134,118,20,210.0
1037,Closer Fire,271,53,14,237.0
1038,Dance Together,75,29,5,360.0
1039,Time Ocean,254,117,12,347.0
1040,Stars Believe,226,120,1,192.0
1041,Fire Believe,177,45,14,217.0
1042,Fire Home,60,107,7,268.0
1043,Memory Stars,155,9,5,342.0
1044,Rise Again,120,3,13,330.0
1045,Forever Higher,135,60,10,
1046,Rise Again,230,91,16,230.0
1047,Dream Together,22,50,5,286.0
1048,Dance Together,222,26,20,316.0
1049,Light Light,172,12,17,355.0
1050,Rise City,300,43,16,347.0
1051,Stars Again,124,108,5,300.0
1052,Summer Again,267,82,6,326.0
1053,Lost Love,161,88,16,
1054,Love Ocean,35,100,2,175.0
1055,Falling Rain,229,5,10,335.0
1056,Fire Love,99,43,18,308.0
1057,Dance Believe,112,19,8,181.0
1058,Night Closer,62,38,5,304.0
1059,Freedom Home,290,64,10,178.0
1060,Heart City,130,87,13,319.0
1061,Together Light,233,7,8,346.0
1062,Light Home,166,20,16,349.0
1063,Rise Rise,32,49,11,235.0
1064,Magic Light,133,14,8,195.0
1065,Together Run,252,42,10,306.0
1066,Dream Forever,252,42,10,288.0
1067,Dance Believe,112,19,8,177.0
1068,Dream Fire,133,14,8,168.0
1069,Time City,129,15,15,154.0
1070,Believe Believe,77,57,4,150.0
1071,Light Forever,200,58,19,329.0
1072,Beautiful Love,201,65,5,281.0
1073,Memory Ocean,252,42,10,253.0
1074,Lost Rain,36,3,20,150.0
1075,Dream Beautiful,247,37,12,287.0
1076,Summer Again,184,41,19,227.0
1077,Falling Lost,47,56,19,237.0
1078,Time Time,236,1,20,224.0
1079,Lost Fire,91,31,6,248.0
1080,Wonder Rise,154,117,15,177.0
1081,Memory Night,184,41,19,311.0
1082,Forever Fire,98,85,16,199.0
1083,Memory Rise,123,80,9,166.0
1084,Memory Lost,158,110,18,357.0
1085,Fire Summer,9,82,20,164.0
1086,Rise Dream,22,50,5,204.0
1087,City Again,268,102,5,287.0
1088,Rain Together,297,79,4,168.0
1089,Memory Believe,73,111,15,154.0
1090,Rain Wonder,24,54,13,316.0
1091,Believe Fire,89,57,2,228.0
1092,City Dance,50,28,12,193.0
1093,Magic Magic,33,113,13,177.0
1094,Night Freedom,113,24,6,201.0
1095,Summer Dream,206,13,18,325.0
1096,Summer Magic,71,21,1,353.0
1097,Beautiful Home,24,54,13,235.0
1098,Forever Time,141,47,4,256.0
1099,Lost Home,190,66,7,262.0
1100,Fire Forever,298,44,18,175.0
1101,Time Home,193,81,16,154.0
1102,Love Love,42,88,20,195.0
1103,Ocean Wonder,146,100,5,356.0
1104,Wonder Forever,244,92,15,202.0
1105,Higher City,139,84,4,255.0
1106,Dance Wonder,90,57,16,159.0
1107,Dance Night,256,103,6,310.0
1108,Falling Ocean,155,9,5,151.0
1109,Dream Higher,99,43,18,174.0
1110,Higher Rain,277,17,10,268.0
1111,Light Fire,107,110,11,199.0
1112,Again Closer,77,57,4,271.0
1113,Again Together,82,67,15,161.0
1114,Heart Run,187,109,4,261.0
1115,Fire Dream,233,7,8,339.0
1116,Home Home,276,109,3,351.0
1117,Dream Night,264,16,5,210.0
1118,Summer Ocean,297,79,4,200.0
1119,Rain Time,167,15,9,178.0
1120,Rain Stars,51,113,9,255.0
1121,Alone Rain,193,81,16,168.0
1122,Fire Alone,249,44,6,261.0
1123,Home Rise,233,7,8,245.0
1124,Believe Falling,100,112,7,219.0
1125,Fire Wonder,66,11,8,295.0
1126,Dream Closer,70,85,3,269.0
1127,Time Summer,88,25,17,206.0
1128,Freedom Freedom,81,87,9,313.0
1129,Beautiful Lost,88,25,17,208.0
1130,Memory Closer,268,102,5,205.0
1131,Light Love,237,86,3,336.0
1132,Rain Summer,127,17,18,261.0
1133,Together Beautiful,77,57,4,151.0
1134,Fire Memory,23,43,18,337.0
1135,Ocean Higher,18,111,16,250.0
1136,City Memory,51,113,9,211.0
1137,Wonder Stars,7,60,15,254.0
1138,Falling Heart,68,39,19,211.0
1139,Love Memory,47,56,19,321.0
1140,Closer Beautiful,236,1,20,341.0
1141,City Time,233,7,8,185.0
1142,Home Freedom,208,19,12,244.0
1143,Closer Believe,1,56,3,168.0
1144,Higher Fire,171,85,13,225.0
1145,Wonder Dance,139,84,4,288.0
1146,Freedom Again,107,110,11,170.0
1147,Stars Together,172,12,17,164.0
1148,Alone Fire,187,109,4,178.0
1149,Dance Fire,239,82,13,243.0
1150,Wonder Night,287,58,8,293.0
1151,Forever Summer,105,19,14,211.0
1152,Stars Time,245,26,2,298.0
1153,Time Stars,108,92,16,344.0
1154,Alone Light,181,96,14,278.0
1155,Fire Night,142,8,13,245.0
1156,Higher Higher,249,44,6,181.0
1157,Again Magic,273,113,18,286.0
1158,Dance Falling,232,55,4,354.0
1159,Run Alone,34,3,18,267.0
1160,Alone Home,201,65,5,223.0
1161,Dream Home,40,74,13,220.0
1162,Memory Forever,76,102,10,202.0
1163,Heart Ocean,12,74,7,324.0
1164,Memory Falling,68,39,19,257.0
1165,Heart Run,11,61,20,
1166,Magic Higher,119,49,19,315.0
1167,Summer Believe,297,79,4,315.0
1168,Beautiful Again,249,44,6,328.0
1169,City City,281,80,1,227.0
1170,Home Freedom,157,65,20,216.0
1171,Heart Time,191,83,5,162.0
1172,City Home,146,100,5,308.0
1173,Heart Home,275,21,11,194.0
1174,Home Rain,79,6,14,179.0
1175,Beautiful Forever,163,8,19,262.0
1176,Run Lost,95,50,7,331.0
1177,Falling Forever,163,8,19,245.0
1178,Lost Heart,84,42,4,181.0
1179,Together Memory,208,19,12,346.0
1180,Together Summer,235,66,19,
1181,Higher Summer,280,6,19,315.0
1182,Alone Heart,243,90,16,343.0
1183,Again Forever,294,47,13,354.0
1184,Summer Wonder,227,31,13,178.0
1185,Forever Again,21,43,11,291.0
1186,Rise Dance,13,32,5,206.0
1187,Summer Fire,48,113,15,305.0
1188,Higher Rain,299,52,17,350.0
1189,Run Love,143,85,7,171.0
1190,Again Again,229,5,10,172.0
1191,Run Memory,202,11,17,231.0
1192,Fire Together,262,50,18,320.0
1193,Wonder Closer,76,102,10,259.0
1194,Love Heart,191,83,5,238.0
1195,Closer Lost,229,5,10,172.0
1196,Stars Ocean,228,120,4,355.0
1197,Freedom Stars,84,42,4,258.0
1198,Forever Magic,213,99,16,300.0
1199,Run Heart,74,102,19,271.0
1200,Summer Night,269,74,12,301.0
