playlist_track_id,playlist_id,track_id,added_date
1057,136,106,2024-08-22
1058,135,1066,2023-06-09
1059,50,1179,2022-04-11
1060,63,742,2021-08-11
1061,30,494,2023-12-14
1062,93,164,2022-09-17
1063,20,742,2025-08-20
1064,59,920,2026-07-08
1065,146,257,2024-04-25
1066,105,1198,2025-03-20
1067,67,588,2022-06-04
1068,21,837,2023-09-05
1069,148,1013,2025-04-06
1070,117,32,2021-02-14
1071,68,1136,2025-08-24
1072,9,884,2020-12-06
1073,19,272,2024-09-13
1074,109,726,2021-07-23
1075,143,495,2025-05-04
1076,87,690,2024-10-20
1077,28,93,2020-12-12
1078,115,838,2025-08-24
1079,112,593,2026-08-23
1080,35,376,2025-10-27
1081,131,172,2021-01-19
1082,95,929,2023-06-15
1083,46,1042,2025-10-09
1084,25,476,2022-08-11
1085,13,1156,2024-09-19
1086,131,874,2022-06-13
1087,82,366,2021-01-27
1088,54,882,2024-05-19
1089,81,204,2022-05-06
1090,31,590,2022-08-15
1091,58,347,2022-05-20
1092,28,475,2025-05-05
1093,25,424,2024-09-25
1094,44,57,2024-01-18
1095,138,400,2020-08-27
1096,7,757,2021-05-19
1097,110,912,2024-03-27
1098,117,605,2020-12-23
1099,31,911,2023-08-09
1100,23,281,2022-12-22
1101,30,725,2026-02-24
1102,57,153,2022-03-17
1103,86,566,2023-11-24
1104,132,152,2025-12-11
1105,10,888,2020-12-26
1106,134,651,2021-09-22
1107,10,17,2021-03-19
1108,97,451,2025-04-09
1109,121,311,2023-03-24
1110,128,579,2021-04-21
1111,23,1058,2026-12-24
1112,55,7,2023-02-16
1113,143,428,2025-03-02
1114,108,539,2024-07-21
1115,150,481,2025-06-16
1116,136,369,2022-04-10
1117,125,1004,2026-11-13
1118,92,1113,2023-05-04
1119,57,231,2026-05-14
1120,115,667,2021-11-14
1121,30,361,2023-06-22
1122,30,712,2025-07-23
1123,33,991,2026-08-20
1124,106,481,2020-05-09
1125,130,441,2026-07-02
1126,144,662,2022-11-11
1127,106,802,2026-08-14
1128,103,534,2020-05-16
1129,57,696,2025-01-10
1130,115,840,2021-10-06
1131,138,423,2026-11-04
1132,85,265,2024-09-01
1133,6,777,2020-12-11
1134,91,1133,2020-11-02
1135,133,432,2022-09-07
1136,41,1098,2023-12-08
1137,75,331,2022-06-14
1138,56,1133,2025-04-01
1139,10,42,2026-09-04
1140,129,815,2026-08-02
1141,41,580,2022-01-08
1142,64,70,2022-12-04
1143,97,821,2021-12-09
1144,22,157,2020-09-24
1145,107,42,2020-12-27
1146,139,311,2020-12-19
1147,101,398,2026-10-28
1148,80,663,2023-09-24
1149,6,619,2022-08-07
1150,26,542,2025-10-16
1151,97,597,2023-02-08
1152,105,1149,2022-08-10
1153,137,1038,2021-07-01
1154,128,807,2022-09-23
1155,28,927,2021-10-01
1156,102,476,2023-06-16
1157,145,224,2025-05-11
1158,37,172,2020-09-06
1159,54,1004,2024-04-03
1160,37,826,2024-08-17
1161,146,477,2020-08-09
1162,106,638,2025-06-27
1163,39,75,2022-12-19
1164,105,12,2022-12-07
1165,144,1001,2024-08-11
1166,61,660,2023-12-16
1167,132,1137,2026-12-24
1168,21,216,2023-12-03
1169,97,261,2026-01-06
1170,134,249,2021-04-15
1171,30,80,2023-08-06
1172,135,998,2021-12-28
1173,141,857,2023-01-10
1174,31,892,2022-12-22
1175,70,1071,2022-10-12
1176,145,340,2021-05-17
1177,53,761,2024-10-09
1178,121,948,2021-06-24
1179,35,337,2024-12-27
1180,122,21,2022-07-06
1181,39,964,2020-01-10
1182,49,409,2025-02-18
1183,118,678,2020-01-20
1184,120,321,2020-06-21
1185,144,463,2022-11-01
1186,50,563,2022-07-19
1187,79,753,2024-07-09
1188,144,1109,2025-11-07
1189,27,444,2022-03-09
1190,145,210,2021-09-19
1191,99,677,2024-10-20
1192,71,970,2021-03-01
1193,60,444,2020-10-05
1194,37,338,2023-01-11
1195,20,107,2021-09-26
1196,113,872,2025-08-11
1197,78,1025,2026-02-08
1198,144,806,2023-07-23
1199,122,728,2022-09-11
1200,136,161,2024-04-06
1201,72,293,2026-07-18
1202,114,1004,2025-05-22
1203,31,1143,2023-11-12
1204,46,52,2026-06-28
1205,120,709,2025-07-07
1206,144,392,2023-06-06
1207,3,402,2023-06-17
1208,50,12,2024-05-11
1209,25,756,2022-09-01
1210,70,69,2025-05-21
1211,123,816,2020-12-23
1212,65,562,2025-01-19
1213,8,965,2024-11-15
1214,126,356,2023-12-28
1215,140,213,2020-06-01
1216,40,363,2026-03-03
1217,108,245,2020-08-21
1218,16,644,2020-09-09
1219,50,35,2022-11-28
1220,82,347,2024-12-12
1221,133,30,2025-07-14
1222,16,134,2021-09-05
1223,69,172,2021-08-02
1224,71,407,2025-09-14
1225,45,7,2022-05-18
1226,90,242,2022-08-19
1227,23,1160,2023-02-04
1228,24,374,2025-02-06
1229,82,42,2026-03-26
1230,3,446,2025-06-15
1231,21,506,2022-11-21
1232,49,272,2022-01-13
1233,74,365,2022-03-19
1234,81,848,2021-04-09
1235,52,363,2022-05-23
1236,113,542,2020-08-12
1237,149,745,2022-11-17
1238,116,350,2020-10-13
1239,40,1102,2024-04-23
1240,112,711,2025-11-26
1241,74,425,2022-12-17
1242,142,551,2020-09-25
1243,54,529,2021-08-09
1244,9,237,2024-11-21
1245,48,974,2021-08-19
1246,83,763,2024-07-22
1247,9,661,2025-02-21
1248,92,17,2021-07-16
1249,86,690,2025-02-06
1250,92,628,2021-08-18
1251,48,45,2023-10-15
1252,148,891,2025-07-16
1253,63,518,2025-06-20
1254,87,989,2025-07-10
1255,11,480,2026-09-04
1256,108,873,2026-05-19
1257,103,59,2021-09-06
1258,77,1074,2021-10-25
1259,36,267,2025-06-26
1260,14,186,2022-03-26
1261,89,940,2023-03-15
1262,1,303,2021-03-10
1263,79,165,2021-04-28
1264,53,895,2020-12-08
1265,40,1138,2026-06-01
1266,123,327,2022-02-16
1267,141,808,2025-04-16
1268,97,950,2025-04-25
1269,25,794,2021-06-25
1270,35,819,2026-06-10
1271,109,807,2024-02-12
1272,126,56,2021-10-06
1273,61,756,2022-06-17
1274,1,816,2020-11-08
1275,36,1024,2021-01-07
1276,78,892,2020-06-13
1277,47,872,2021-05-10
1278,100,985,2020-05-14
1279,46,335,2023-11-17
1280,28,953,2026-02-12
1281,26,829,2026-01-06
1282,82,264,2024-09-13
1283,117,24,2023-11-22
1284,103,866,2026-01-10
1285,109,530,2025-11-04
1286,116,1029,2022-08-23
1287,86,1096,2022-02-26
1288,46,869,2024-07-28
1289,21,308,2020-06-23
1290,67,405,2024-10-24
1291,117,891,2020-08-10
1292,11,249,2026-08-15
1293,94,103,2024-11-12
1294,65,872,2022-11-10
1295,7,1112,2022-03-10
1296,92,855,2020-08-11
1297,77,73,2024-02-12
1298,10,1089,2025-07-08
1299,45,173,2024-02-05
1300,38,1011,2023-05-12
1301,118,500,2026-12-27
1302,135,1166,2023-01-03
1303,84,764,2020-03-20
1304,26,783,2024-12-03
1305,87,619,2023-07-01
1306,48,527,2025-11-24
1307,21,888,2020-04-19
1308,67,621,2024-09-18
1309,63,101,2022-10-16
1310,56,895,2022-12-23
1311,48,567,2024-11-02
1312,103,372,2025-05-09
1313,2,834,2021-01-26
1314,107,266,2022-05-15
1315,82,199,2021-04-01
1316,84,453,2020-10-10
1317,118,862,2025-10-11
1318,139,797,2023-09-01
1319,88,698,2022-06-27
1320,114,311,2023-12-16
1321,54,1091,2025-03-22
1322,100,524,2023-01-22
1323,147,161,2025-08-18
1324,89,171,2021-12-17
1325,95,623,2022-06-15
1326,120,61,2021-10-19
1327,43,721,2024-07-14
1328,6,582,2024-12-16
1329,61,769,2024-03-13
1330,32,199,2023-04-07
1331,29,1169,2022-03-28
1332,41,822,2024-07-12
1333,56,857,2024-05-11
1334,93,217,2025-11-21
1335,82,1029,2024-09-13
1336,58,828,2023-08-10
1337,116,322,2026-03-13
1338,137,685,2026-08-21
1339,45,202,2023-10-21
1340,108,857,2023-04-21
1341,8,460,2021-10-20
1342,129,165,2024-10-24
1343,105,47,2022-10-08
1344,43,1166,2025-08-22
1345,24,759,2020-12-20
1346,100,1131,2024-04-28
1347,42,938,2022-12-28
1348,62,359,2023-12-07
1349,83,272,2022-02-01
1350,53,1183,2023-08-08
1351,114,496,2026-03-15
1352,129,228,2026-10-27
1353,85,327,2021-08-24
1354,18,15,2025-01-22
1355,105,1065,2023-07-03
1356,107,533,2025-09-04
1357,137,49,2023-08-27
1358,16,600,2026-07-27
1359,103,1048,2025-11-15
1360,110,255,2020-03-28
1361,68,1188,2026-02-24
1362,44,751,2023-11-11
1363,37,498,2026-08-07
1364,68,199,2022-11-23
1365,19,939,2025-08-25
1366,63,533,2022-05-23
1367,114,678,2026-08-23
1368,67,1164,2022-10-02
1369,36,304,2024-05-01
1370,57,760,2024-06-23
1371,75,629,2025-03-19
1372,79,974,2025-08-22
1373,76,317,2025-12-05
1374,38,599,2026-07-09
1375,59,58,2026-04-19
1376,78,304,2024-01-09
1377,94,1042,2025-09-13
1378,123,349,2022-11-05
1379,129,644,2024-06-13
1380,125,347,2026-09-16
1381,45,992,2023-01-22
1382,17,702,2021-05-07
1383,58,308,2022-10-25
1384,31,404,2022-08-15
1385,146,25,2026-12-28
1386,135,468,2025-04-12
1387,9,817,2025-02-11
1388,130,138,2022-09-18
1389,138,163,2026-01-15
1390,146,1071,2021-04-09
1391,47,502,2021-12-23
1392,117,364,2020-10-09
1393,142,569,2020-12-07
1394,17,272,2024-05-02
1395,54,467,2021-10-25
1396,149,978,2023-02-18
1397,14,654,2026-11-03
1398,51,980,2020-08-03
1399,122,405,2020-09-19
1400,56,998,2022-10-01
1401,149,881,2026-02-24
1402,114,399,2024-11-20
1403,117,2,2022-07-20
1404,70,1009,2025-03-11
1405,130,990,2024-05-21
1406,77,542,2026-09-08
1407,88,564,2025-09-17
1408,80,902,2020-03-16
1409,2,654,2024-08-16
1410,42,367,2020-07-22
1411,78,194,2026-08-11
1412,138,375,2021-02-25
1413,60,437,2022-09-10
1414,82,1087,2023-02-22
1415,77,431,2024-11-05
1416,83,321,2021-07-26
1417,44,324,2024-11-06
1418,84,1058,2023-11-20
1419,107,552,2021-05-16
1420,78,760,2021-05-11
1421,91,646,2023-05-14
1422,145,806,2026-07-01
1423,104,114,2023-06-21
1424,36,936,2026-05-01
1425,52,428,2025-12-09
1426,76,765,2020-06-14
1427,98,668,2024-09-24
1428,52,441,2024-09-15
1429,71,219,2020-04-06
1430,84,983,2025-10-16
1431,12,799,2025-12-16
1432,64,574,2024-10-13
1433,16,208,2020-11-11
1434,71,1102,2022-08-10
1435,29,967,2021-12-03
1436,84,848,2026-03-28
1437,39,613,2024-04-18
1438,23,898,2021-06-19
1439,143,1088,2026-05-23
1440,6,288,2026-02-28
1441,81,740,2026-08-24
1442,55,378,2022-08-08
1443,118,742,2022-04-22
1444,67,523,2024-12-01
1445,36,245,2025-07-14
1446,102,997,2026-01-27
1447,136,124,2024-06-01
1448,145,896,2020-09-28
1449,84,1104,2023-05-19
1450,86,138,2025-02-19
1451,24,1144,2026-02-18
1452,41,1052,2026-02-19
1453,120,391,2026-02-25
1454,111,568,2023-08-24
1455,39,677,2020-03-21
1456,148,696,2023-09-25
1457,111,44,2023-10-10
1458,2,799,2020-01-08
1459,83,875,2021-05-28
1460,58,1197,2025-06-18
1461,118,411,2026-10-12
1462,148,313,2021-03-07
1463,79,372,2020-01-18
1464,11,261,2024-06-03
1465,84,646,2021-11-07
1466,52,621,2021-07-09
1467,60,445,2026-06-01
1468,36,901,2020-07-01
1469,114,428,2023-01-15
1470,113,818,2021-04-25
1471,98,256,2020-03-17
1472,149,1058,2020-03-25
1473,54,247,2023-12-20
1474,92,649,2023-04-07
1475,24,1039,2022-08-09
1476,131,230,2023-01-01
1477,98,861,2023-02-12
1478,93,635,2026-02-14
1479,77,470,2025-02-21
1480,100,966,2020-05-24
1481,83,93,2021-04-06
1482,145,19,2021-09-05
1483,36,963,2026-01-02
1484,54,601,2022-10-14
1485,41,859,2021-03-17
1486,39,372,2022-02-26
1487,42,62,2023-04-10
1488,104,765,2026-05-20
1489,83,59,2026-01-11
1490,8,964,2020-12-28
1491,37,835,2020-09-13
1492,135,348,2021-02-01
1493,90,457,2020-07-03
1494,29,975,2023-07-28
1495,138,902,2021-10-26
1496,1,638,2023-08-09
1497,33,662,2025-09-12
1498,25,979,2023-12-27
1499,147,402,2021-04-17
1500,34,293,2021-11-03
1501,25,828,2022-10-04
1502,64,464,2022-03-24
1503,78,674,2025-08-22
1504,134,1059,2024-05-25
1505,34,672,2023-06-22
1506,38,1187,2025-01-24
1507,99,99,2026-04-06
1508,4,293,2025-01-27
1509,61,332,2023-06-01
1510,147,985,2023-06-07
1511,148,831,2023-04-15
1512,68,1118,2023-02-24
1513,72,1054,2022-06-06
1514,66,699,2026-08-25
1515,141,935,2025-02-22
1516,88,1064,2022-02-26
1517,94,874,2025-01-18
1518,33,194,2021-08-27
1519,29,247,2024-12-10
1520,33,712,2022-08-14
1521,142,170,2026-09-06
1522,102,1047,2021-03-27
1523,57,35,2021-12-24
1524,91,1077,2024-03-19
1525,136,1076,2020-09-12
1526,139,472,2025-09-06
1527,96,326,2020-11-06
1528,58,312,2024-10-14
1529,52,571,2020-07-10
1530,100,1069,2023-08-15
1531,83,279,2025-05-01
1532,20,515,2025-09-22
1533,80,428,2025-10-20
1534,18,122,2026-07-05
1535,37,985,2026-03-25
1536,63,802,2026-03-21
1537,108,801,2024-04-08
1538,90,145,2021-05-05
1539,103,253,2025-12-19
1540,39,422,2023-03-22
1541,71,671,2020-11-04
1542,134,638,2024-02-25
1543,121,476,2025-08-10
1544,32,1109,2025-10-15
1545,40,145,2026-12-11
1546,70,84,2023-05-04
1547,120,873,2024-03-23
1548,125,597,2021-09-04
1549,23,743,2021-11-16
1550,111,864,2020-11-04
1551,72,565,2022-11-17
1552,85,860,2025-05-12
1553,22,27,2020-12-26
1554,125,498,2024-08-08
1555,112,545,2020-12-16
1556,144,1159,2023-10-17
1557,98,87,2024-02-19
1558,26,1179,2020-02-25
1559,62,739,2024-11-23
1560,108,807,2025-12-02
1561,89,902,2026-08-19
1562,134,77,2023-11-24
1563,111,53,2021-10-06
1564,7,674,2020-05-14
1565,8,936,2026-05-12
1566,89,722,2021-05-15
1567,13,665,2023-12-21
1568,68,329,2021-09-25
1569,141,660,2025-07-25
1570,90,353,2026-08-28
1571,23,684,2022-10-18
1572,59,649,2026-05-04
1573,24,832,2022-10-16
1574,48,784,2021-05-28
1575,125,719,2022-08-12
1576,41,346,2022-01-04
1577,49,1192,2022-09-23
1578,144,607,2026-09-18
1579,46,816,2024-12-03
1580,51,192,2020-12-20
1581,104,540,2021-12-11
1582,137,725,2023-03-13
1583,27,602,2024-10-03
1584,83,461,2023-01-08
1585,141,318,2025-05-01
1586,127,460,2026-12-08
1587,63,463,2023-11-26
1588,56,298,2020-05-08
1589,6,990,2026-08-14
1590,143,1129,2024-04-14
1591,48,1063,2024-07-21
1592,148,793,2025-05-23
1593,94,540,2023-06-12
1594,61,656,2024-06-03
1595,35,659,2026-12-08
1596,138,1186,2021-02-26
1597,130,975,2024-06-04
1598,59,714,2025-12-21
1599,142,459,2023-05-19
1600,14,943,2024-08-16
1601,112,133,2021-01-18
1602,115,1145,2025-01-12
1603,123,303,2020-11-12
1604,17,566,2024-05-24
1605,8,1006,2023-12-25
1606,35,812,2021-11-15
1607,80,1103,2025-11-10
1608,85,477,2024-09-14
1609,37,1106,2025-10-11
1610,2,109,2025-06-19
1611,31,146,2024-02-17
1612,106,331,2025-04-08
1613,46,372,2020-11-16
1614,31,680,2020-02-13
1615,147,794,2026-07-13
1616,122,284,2026-06-06
1617,25,638,2022-03-23
1618,111,517,2023-02-06
1619,67,823,2021-04-12
1620,21,696,2023-02-17
1621,66,42,2024-01-18
1622,16,765,2020-03-01
1623,136,26,2020-06-13
1624,79,57,2026-10-19
1625,96,143,2021-04-21
1626,128,373,2024-04-12
1627,25,317,2024-06-19
1628,46,903,2025-03-17
1629,39,912,2020-10-02
1630,138,247,2026-05-10
1631,28,715,2025-03-19
1632,133,343,2020-08-07
1633,40,691,2023-11-18
1634,100,918,2020-11-18
1635,17,693,2021-06-05
1636,62,1006,2021-07-02
1637,92,121,2023-11-23
1638,26,1065,2020-11-21
1639,83,1080,2024-10-23
1640,137,1069,2023-09-21
1641,52,579,2022-03-15
1642,51,600,2025-07-13
1643,112,773,2020-08-01
1644,126,214,2022-09-16
1645,100,627,2023-05-25
1646,15,1081,2026-01-07
1647,23,629,2024-12-19
1648,139,356,2025-06-24
1649,13,1095,2020-01-10
1650,99,386,2022-09-02
1651,112,1042,2024-03-17
1652,55,203,2023-03-08
1653,82,150,2025-04-16
1654,53,1170,2025-10-01
1655,12,782,2021-12-04
1656,75,10,2021-11-27
1657,85,363,2023-04-12
1658,103,92,2021-03-20
1659,64,529,2023-11-19
1660,80,420,2025-12-09
1661,105,21,2023-07-13
1662,72,389,2026-08-09
1663,3,810,2020-12-25
1664,115,264,2025-12-08
1665,19,235,2020-03-26
1666,126,137,2021-09-11
1667,43,526,2025-12-23
1668,102,584,2024-05-10
1669,146,536,2020-02-13
1670,52,178,2024-08-07
1671,33,1062,2020-08-16
1672,28,229,2021-01-27
1673,100,378,2020-12-26
1674,18,496,2023-10-12
1675,113,293,2023-10-25
1676,11,1032,2026-04-25
1677,54,652,2020-10-01
1678,40,700,2026-05-06
1679,90,947,2021-11-02
1680,101,779,2021-05-17
1681,17,462,2021-11-07
1682,86,899,2020-08-03
1683,63,1083,2022-09-06
1684,37,1121,2022-01-04
1685,17,840,2024-09-01
1686,44,659,2022-01-05
1687,27,479,2020-07-01
1688,145,120,2026-07-25
1689,146,246,2026-04-25
1690,10,1155,2024-02-01
1691,122,1171,2025-07-10
1692,100,921,2025-04-22
1693,126,513,2022-11-15
1694,123,314,2023-09-12
1695,58,296,2022-11-24
1696,45,796,2022-03-12
1697,6,885,2026-05-05
1698,11,942,2023-12-18
1699,59,824,2021-11-12
1700,54,832,2023-07-15
1701,116,910,2023-08-12
1702,87,668,2025-07-05
1703,136,422,2021-04-23
1704,49,1165,2021-12-22
1705,94,949,2024-07-12
1706,79,438,2023-03-16
1707,28,1112,2025-08-10
1708,106,105,2021-04-11
1709,142,321,2025-07-17
1710,111,370,2023-01-23
1711,53,791,2024-11-06
1712,70,1154,2026-03-21
1713,103,1178,2026-04-05
1714,106,649,2023-04-28
1715,34,997,2022-10-25
1716,136,73,2025-02-26
1717,17,176,2020-01-28
1718,14,679,2026-02-11
1719,92,416,2025-03-07
1720,79,136,2022-10-11
1721,150,915,2023-06-23
1722,45,594,2022-02-26
1723,144,328,2021-03-14
1724,31,1091,2024-07-06
1725,144,1132,2025-08-23
1726,72,511,2020-11-05
1727,114,199,2026-01-05
1728,98,969,2023-08-06
1729,6,743,2023-10-19
1730,47,917,2020-08-22
1731,146,705,2022-02-12
1732,18,363,2021-10-10
1733,101,307,2020-11-07
1734,83,599,2025-02-12
1735,127,33,2024-10-14
1736,44,748,2026-05-07
1737,132,574,2024-01-16
1738,82,342,2020-11-08
1739,79,539,2023-07-11
1740,11,559,2025-11-15
1741,21,682,2024-01-05
1742,3,1175,2020-05-13
1743,52,963,2023-07-02
1744,70,769,2022-06-26
1745,132,870,2023-12-11
1746,34,710,2025-05-18
1747,50,1002,2022-05-03
1748,116,174,2026-11-11
1749,131,233,2020-03-26
1750,28,498,2020-03-12
1751,17,316,2024-04-25
1752,23,155,2020-12-01
1753,88,145,2021-10-21
1754,28,250,2020-12-05
1755,52,167,2021-02-23
1756,24,8,2023-11-08
1757,54,103,2025-02-13
1758,83,1085,2021-08-27
1759,51,1015,2024-12-06
1760,121,590,2025-11-19
1761,16,907,2021-09-01
1762,21,361,2021-05-05
1763,139,1179,2021-12-04
1764,20,386,2021-06-25
1765,59,333,2023-11-27
1766,76,845,2024-11-10
1767,56,874,2022-06-24
1768,62,1087,2020-11-22
1769,65,577,2026-03-03
1770,16,129,2023-06-24
1771,16,881,2020-11-25
1772,115,25,2025-11-03
1773,82,741,2025-11-20
1774,17,1166,2022-12-27
1775,82,924,2022-12-26
1776,123,759,2023-05-25
1777,126,642,2024-12-07
1778,59,350,2020-12-12
1779,105,953,2023-06-26
1780,104,950,2026-08-15
1781,40,291,2025-07-14
1782,7,286,2026-06-13
1783,39,819,2022-01-14
1784,45,310,2024-03-07
1785,25,34,2023-08-05
1786,70,691,2021-01-16
1787,101,325,2022-09-09
1788,59,390,2023-10-24
1789,128,887,2023-03-16
1790,16,724,2020-02-11
1791,123,593,2021-04-17
1792,127,444,2023-08-01
1793,79,325,2022-11-10
1794,110,250,2024-03-17
1795,73,699,2025-06-26
1796,33,757,2024-08-03
1797,5,916,2022-07-08
1798,54,669,2025-04-28
1799,81,976,2026-05-18
1800,88,1183,2026-06-23
